N,P,K,temperature,humidity,ph,rainfall,label
18,29,11,31,61,6.42,900,Tobacco
25,7,19,34,61,7,898,Pulses
35,32,18,38,72,6.29,632,Tobacco
24,7,10,38,70,6.57,755,Ground Nuts
24,37,19,37,67,7.35,1087,Cotton
17,1,18,36,62,7.31,960,Wheat
19,24,7,25,72,5.84,1148,Paddy
36,3,8,36,56,7.44,750,Pulses
27,37,4,26,61,7.18,749,Maize
24,35,18,30,66,5.51,1019,Paddy
36,9,16,35,63,6.08,593,Maize
35,37,5,31,58,7.75,1179,Cotton
12,41,9,27,63,7.7,545,Wheat
30,9,11,31,66,6.63,1323,Sugarcane
4,16,5,34,61,6.92,375,Millets
29,17,3,32,62,6.16,517,Wheat
6,40,18,34,66,5.69,921,Tobacco
22,40,0,36,68,7.28,300,Millets
35,31,7,30,72,7.74,1129,Cotton
4,27,5,32,72,6.26,1253,Paddy
26,33,16,29,72,6.73,560,Oil seeds
17,3,4,34,50,6.28,503,Maize
8,29,5,37,51,5.84,1467,Paddy
7,21,16,36,51,6.81,676,Pulses
35,22,15,25,51,6.03,642,Tobacco
27,1,9,26,61,7.6,775,Cotton
34,5,19,38,69,6.11,951,Wheat
17,11,14,33,70,6.73,660,Tobacco
5,24,7,30,59,6.43,502,Wheat
5,41,1,36,55,7.16,1498,Sugarcane
20,21,4,37,68,6.26,675,Barley
12,16,16,38,54,6.55,1556,Sugarcane
40,11,7,31,72,6.37,1375,Paddy
39,34,18,34,70,6.33,1212,Paddy
13,21,0,25,62,7.5,336,Millets
13,24,12,26,70,7.13,545,Millets
15,27,13,26,53,6.99,598,Oil seeds
24,22,2,35,61,6.36,1218,Sugarcane
29,33,3,26,59,7.11,554,Millets
41,12,15,33,53,6.53,555,Millets
27,24,11,37,69,6.76,791,Tobacco
39,10,11,37,51,6.35,688,Ground Nuts
20,41,10,32,61,7.81,614,Oil seeds
15,11,3,34,67,6.94,712,Oil seeds
22,34,0,33,54,6.31,695,Wheat
24,0,10,30,57,7.1,910,Cotton
13,5,1,28,72,7.62,821,Wheat
6,27,13,30,69,7.16,1655,Sugarcane
34,21,4,28,59,7.35,941,Wheat
42,3,5,37,51,7.59,986,Cotton
15,42,1,27,65,6.85,607,Maize
7,41,1,31,55,7.15,666,Maize
17,31,9,30,65,6.67,920,Ground Nuts
28,33,8,38,71,7.72,529,Oil seeds
23,31,9,28,56,6.88,1048,Ground Nuts
7,34,16,38,63,6.89,468,Oil seeds
18,30,11,25,54,5.73,1496,Paddy
6,24,18,34,61,7.21,684,Barley
4,29,16,38,70,6.84,705,Maize
31,34,13,30,72,6.29,341,Millets
20,8,2,29,51,6.11,763,Barley
34,12,9,26,53,6.47,1046,Ground Nuts
28,8,2,34,70,6.72,410,Millets
12,24,17,27,65,7.63,492,Wheat
27,15,14,34,57,6.27,505,Maize
22,31,7,35,66,6.82,656,Oil seeds
20,18,2,33,54,6.81,840,Ground Nuts
24,3,4,33,62,7.65,727,Cotton
25,18,16,37,57,7.17,434,Millets
8,0,17,28,62,7.58,456,Oil seeds
23,36,8,36,53,6.61,1239,Sugarcane
38,9,19,33,50,8.08,1130,Cotton
19,8,10,34,61,6.19,610,Ground Nuts
37,36,7,27,59,6.26,1027,Paddy
17,38,6,28,56,6.33,435,Wheat
20,40,6,33,69,7.17,870,Cotton
6,25,11,29,58,5.8,1041,Paddy
22,12,12,28,72,5.75,1018,Paddy
24,6,1,29,53,6.74,998,Tobacco
35,21,18,28,51,7.36,711,Pulses
15,33,4,38,60,6.67,1583,Sugarcane
11,5,18,26,59,6.52,669,Pulses
30,10,13,38,58,6.77,910,Wheat
13,39,13,30,64,6.45,786,Barley
6,14,19,34,71,7.21,1147,Cotton
41,5,17,33,51,6.34,594,Ground Nuts
10,8,2,32,62,6.9,631,Oil seeds
41,30,4,31,69,7.42,723,Barley
14,10,18,38,59,6.65,546,Barley
38,12,11,37,50,6.21,1076,Sugarcane
25,14,8,31,68,6.25,977,Tobacco
29,27,11,36,56,6.21,1031,Paddy
8,18,5,30,55,7.19,1070,Sugarcane
6,39,13,25,50,7.81,528,Oil seeds
17,30,19,33,63,7.56,576,Wheat
9,31,16,27,62,7.18,884,Cotton
41,19,3,25,55,6.41,1295,Paddy
27,5,3,28,58,6.47,514,Maize
26,2,6,29,67,7.66,672,Wheat
41,40,10,34,56,6.91,699,Ground Nuts
40,25,1,28,52,7.72,785,Oil seeds
42,21,18,31,56,6.55,1144,Paddy
23,38,10,38,64,5.75,874,Tobacco
27,25,18,33,67,5.59,849,Tobacco
21,23,10,25,57,6.43,675,Tobacco
37,30,9,33,67,5.93,919,Tobacco
34,39,15,26,56,7.59,940,Wheat
26,19,17,25,66,7.42,352,Barley
37,23,19,34,55,7.3,605,Pulses
29,33,2,32,57,7.39,898,Cotton
21,15,14,26,55,5.77,1063,Paddy
16,17,8,36,57,5.83,936,Tobacco
39,15,14,35,51,7.47,585,Maize
41,34,19,31,51,7.47,555,Maize
29,13,14,31,60,6.51,721,Ground Nuts
14,42,2,34,50,7.18,438,Millets
27,13,10,34,62,7.27,1793,Sugarcane
24,5,3,31,63,5.81,826,Tobacco
29,30,16,32,69,5.97,1338,Paddy
26,21,5,28,63,6.57,1139,Ground Nuts
40,19,8,38,63,7.71,417,Oil seeds
26,12,12,29,64,6.86,1726,Sugarcane
15,32,18,37,70,6.73,567,Ground Nuts
34,24,5,27,65,6.21,1035,Ground Nuts
30,13,15,27,51,7.91,1055,Cotton
17,18,14,28,71,7.69,682,Oil seeds
8,13,11,36,69,6.17,396,Barley
38,15,14,29,56,6.71,525,Millets
41,2,3,37,61,6.71,317,Millets
23,32,15,31,57,6.77,853,Tobacco
10,28,9,31,66,6.47,1144,Ground Nuts
11,32,9,35,56,6.91,1126,Sugarcane
35,14,7,34,53,6.71,581,Maize
39,34,10,38,72,7.09,1003,Cotton
25,23,8,37,64,7.72,456,Oil seeds
27,27,17,34,61,7.23,706,Maize
29,8,7,34,65,6.96,631,Barley
37,30,14,29,71,6.52,1070,Paddy
22,33,19,33,53,6.2,514,Pulses
31,39,11,31,66,6.13,546,Maize
17,33,1,36,60,6.73,1401,Sugarcane
22,26,15,37,50,6.66,644,Barley
33,10,0,30,59,6.22,715,Tobacco
9,21,3,27,52,6.79,580,Maize
19,16,3,30,52,6.99,369,Millets
20,30,1,33,51,6.79,953,Tobacco
33,18,19,28,56,7.52,757,Cotton
8,18,16,38,61,6.16,612,Tobacco
42,36,13,33,69,6.45,352,Barley
11,16,9,27,72,6.67,537,Oil seeds
9,37,19,38,57,6.16,561,Wheat
12,35,4,27,56,6.53,1104,Paddy
18,10,17,37,66,6.71,1703,Sugarcane
22,30,9,25,65,6.62,882,Ground Nuts
28,20,17,35,65,6.58,356,Barley
38,4,12,34,57,6.95,1093,Paddy
31,29,4,38,65,6.36,1362,Paddy
38,31,12,26,56,7.16,485,Millets
9,13,12,34,71,5.65,707,Tobacco
5,28,19,27,51,6.37,869,Ground Nuts
37,27,6,33,63,6.1,1031,Paddy
11,30,8,28,51,6.83,1073,Paddy
33,21,6,31,66,6.89,1299,Paddy
16,7,12,28,55,7.95,957,Cotton
29,32,7,29,66,6.33,733,Barley
18,9,16,28,55,7.32,759,Oil seeds
36,12,14,37,71,6.02,1076,Ground Nuts
24,22,2,30,62,7.21,486,Pulses
13,33,2,30,67,5.52,1181,Paddy
8,29,6,38,64,6.69,685,Maize
25,2,19,36,53,6.11,377,Barley
19,40,5,33,60,6.06,591,Wheat
26,13,3,32,64,7.87,507,Oil seeds
18,11,13,38,71,6.22,1227,Sugarcane
5,18,6,34,57,6.96,484,Oil seeds
11,28,0,26,53,7.82,514,Oil seeds
26,21,13,33,68,6.68,322,Barley
29,5,1,26,57,6.69,1219,Paddy
8,25,7,34,50,7.26,428,Millets
34,20,16,31,72,6.94,941,Wheat
41,30,10,25,68,6.45,533,Barley
11,42,17,28,55,6.64,487,Barley
12,13,7,38,71,7.41,451,Oil seeds
30,16,11,29,70,6.05,693,Tobacco
28,6,11,34,65,6.45,835,Pulses
23,19,3,30,59,5.89,1119,Paddy
29,17,2,33,54,6.53,773,Pulses
6,14,11,28,59,6.94,600,Maize
7,5,8,26,67,7.41,1050,Cotton
5,36,13,36,50,7.69,602,Oil seeds
21,2,14,37,58,6.97,511,Pulses
32,25,19,25,59,6.47,722,Pulses
39,14,15,36,54,6.89,578,Oil seeds
8,12,0,37,70,6.26,1151,Paddy
15,41,14,35,71,6.41,577,Ground Nuts
17,35,9,25,71,6.34,311,Millets
14,1,17,34,65,6.78,549,Pulses
17,31,10,32,57,6.93,628,Barley
39,12,3,35,68,6.49,697,Barley
12,41,1,30,58,8.05,1060,Cotton
8,27,5,38,70,6.87,621,Oil seeds
28,27,7,25,54,6.55,747,Tobacco
29,23,11,37,55,7.57,867,Cotton
24,9,16,38,52,6.52,776,Maize
28,41,6,29,70,6.16,913,Tobacco
27,12,13,29,64,6.54,1036,Sugarcane
33,12,0,33,71,6.06,1091,Paddy
10,36,4,31,55,6.6,585,Maize
16,35,2,28,61,6.28,588,Millets
30,41,7,28,70,6.79,1110,Sugarcane
4,9,6,27,57,7.27,791,Maize
35,34,8,30,70,6.7,355,Millets
10,40,0,36,51,7.02,763,Oil seeds
19,13,11,25,59,6.22,1047,Paddy
22,36,2,30,63,6.33,1114,Ground Nuts
16,38,8,31,63,6.89,776,Maize
8,1,14,31,59,6.57,421,Oil seeds
6,34,6,36,69,8.02,1061,Cotton
12,22,12,33,54,7.89,668,Oil seeds
30,29,5,30,65,6.64,925,Tobacco
16,23,4,36,53,6.04,481,Pulses
29,34,17,31,68,6.65,772,Barley
23,14,16,26,65,6.36,1217,Paddy
4,17,2,28,50,7.58,629,Oil seeds
35,20,8,37,63,6.04,541,Ground Nuts
9,26,1,36,56,6.25,1087,Paddy
30,4,12,28,62,6.21,899,Tobacco
23,39,16,35,52,7.99,787,Oil seeds
40,12,9,32,62,6.12,1312,Paddy
36,27,12,37,51,7.57,1158,Cotton
12,27,14,36,65,7.44,654,Wheat
31,4,7,37,55,6.53,1254,Sugarcane
30,19,6,33,69,6.62,548,Maize
12,7,10,33,60,6.23,869,Tobacco
42,2,5,30,64,6.83,764,Maize
38,13,11,28,56,6.08,1181,Sugarcane
20,17,16,28,51,7.15,1667,Sugarcane
32,17,19,27,61,6.94,760,Maize
7,10,18,32,69,7.24,585,Maize
32,33,18,36,57,6.86,864,Pulses
15,22,15,37,51,7.13,657,Maize
34,10,11,27,66,7.07,392,Barley
40,25,19,31,72,6.33,752,Pulses
27,41,7,25,66,6.82,542,Ground Nuts
39,25,5,29,68,7.13,804,Pulses
39,12,2,31,65,6.35,666,Maize
4,0,17,36,65,6.72,841,Tobacco
17,28,17,36,57,6.87,401,Wheat
34,32,13,26,50,6.69,502,Maize
8,7,4,37,50,7.63,745,Wheat
37,40,13,26,66,7.48,1697,Sugarcane
25,22,5,28,70,7.3,777,Maize
32,32,12,25,51,7.73,812,Wheat
40,14,16,26,54,6.28,893,Tobacco
41,24,7,33,50,7.27,1774,Sugarcane
20,29,10,34,69,6.02,778,Wheat
18,32,6,35,66,5.54,885,Tobacco
20,32,13,36,52,6.57,1140,Ground Nuts
33,24,5,37,68,7.82,877,Cotton
12,21,18,34,67,7.13,750,Maize
37,41,12,34,64,6.22,869,Tobacco
28,25,11,37,72,7.38,671,Pulses
38,15,2,26,53,6.92,469,Oil seeds
24,11,4,37,60,6.73,403,Millets
34,33,8,36,68,7.28,705,Oil seeds
17,39,17,36,62,7.57,908,Cotton
6,33,5,27,52,5.96,862,Tobacco
25,17,15,37,70,6.43,776,Wheat
29,33,2,25,59,6.89,526,Wheat
30,41,6,29,60,7.34,679,Oil seeds
8,34,16,25,68,6.84,340,Millets
39,5,16,27,57,7.17,648,Pulses
30,36,5,26,58,6.46,442,Wheat
17,17,17,32,65,6.83,422,Oil seeds
14,8,18,38,60,6.01,1783,Sugarcane
37,26,10,27,60,7.78,457,Oil seeds
17,33,14,31,51,6.85,1055,Paddy
26,33,2,30,72,6.87,1520,Sugarcane
18,12,8,36,70,5.76,831,Tobacco
36,14,14,33,61,7.13,664,Ground Nuts
35,13,0,26,67,6.46,932,Wheat
40,19,0,37,62,7.22,400,Barley
42,7,8,34,62,7.46,584,Wheat
28,5,11,31,67,7.26,1841,Sugarcane
16,33,2,34,61,6.29,913,Ground Nuts
23,24,13,35,58,6.74,1341,Paddy
11,14,13,31,56,6.4,554,Barley
4,5,19,37,63,6.47,757,Maize
40,18,5,35,55,6.11,1463,Paddy
8,5,4,26,68,6.73,661,Oil seeds
15,8,5,36,57,7.42,802,Wheat
21,33,12,28,68,7.77,584,Oil seeds
29,16,1,35,65,6.02,632,Wheat
29,41,1,31,69,7.36,690,Oil seeds
12,6,15,30,69,6.96,498,Millets
42,26,13,33,62,6.49,1063,Ground Nuts
28,19,5,33,55,7.24,548,Millets
24,34,0,36,64,6.67,530,Millets
28,29,7,26,68,7.99,557,Oil seeds
8,3,15,30,54,6.3,981,Tobacco
38,12,13,27,70,7.22,1042,Cotton
25,22,12,25,58,7.98,511,Oil seeds
33,36,15,35,55,6.22,1053,Ground Nuts
5,0,13,38,58,7.34,540,Wheat
26,34,4,36,57,6.81,730,Pulses
5,15,18,38,66,6.38,333,Millets
23,42,15,36,52,7.18,687,Maize
22,33,8,37,58,7.4,704,Maize
20,16,3,26,68,7.1,638,Pulses
25,25,2,33,53,6.27,758,Wheat
25,12,9,25,68,5.69,680,Tobacco
9,25,13,28,64,6.89,681,Oil seeds
6,30,15,28,61,7,677,Wheat
5,20,9,33,72,6.12,879,Tobacco
24,15,11,31,62,6.92,519,Barley
38,12,10,28,58,7.24,409,Barley
12,35,15,30,67,7.64,771,Oil seeds
20,32,1,37,55,6.15,305,Millets
42,5,5,27,52,7.94,1063,Cotton
5,25,13,29,66,6.78,584,Barley
31,31,11,33,72,7.03,773,Pulses
7,18,17,38,50,7.73,751,Oil seeds
9,5,8,34,63,7.18,763,Ground Nuts
7,7,17,37,50,6.91,1314,Sugarcane
38,28,11,29,51,7.23,576,Pulses
25,24,12,36,59,6.32,509,Pulses
6,5,3,32,56,6.84,1902,Sugarcane
23,39,10,38,67,6.22,436,Wheat
13,35,5,26,56,7.71,988,Wheat
27,28,5,35,64,6.3,863,Tobacco
25,4,3,31,70,6.63,700,Barley
22,40,10,29,71,8.06,869,Cotton
36,2,7,29,62,6.93,522,Ground Nuts
38,18,16,35,71,6.43,1192,Paddy
4,34,16,25,71,7.38,449,Millets
34,13,5,25,56,6.13,683,Wheat
25,41,1,37,55,6.49,1894,Sugarcane
5,25,14,31,56,6.29,826,Tobacco
9,37,0,34,66,6.74,1320,Paddy
26,28,10,30,55,6.47,660,Tobacco
19,41,5,27,65,5.77,900,Tobacco
14,42,11,36,50,6.72,1853,Sugarcane
6,27,13,35,67,7.16,395,Barley
39,21,0,36,53,6.2,1873,Sugarcane
31,35,0,25,71,6.53,906,Wheat
11,1,14,30,72,7.35,582,Oil seeds
36,32,6,27,59,6.43,1382,Paddy
15,24,13,33,55,7.08,389,Millets
29,15,15,33,58,5.93,1470,Paddy
29,2,4,27,60,6.52,1173,Ground Nuts
35,19,5,30,52,7.43,1824,Sugarcane
17,22,5,29,60,6.76,603,Tobacco
26,33,8,26,56,6.07,386,Barley
29,29,19,25,58,6.92,1016,Ground Nuts
37,34,9,27,61,6.76,553,Wheat
26,22,17,31,50,6.32,712,Pulses
38,5,9,30,63,6.03,775,Wheat
13,22,0,25,65,7.41,633,Maize
42,18,0,25,53,6.24,977,Wheat
41,6,9,31,57,6.11,1474,Sugarcane
33,10,11,34,72,6.35,1233,Sugarcane
9,26,3,26,70,6.59,1354,Paddy
4,1,11,37,64,7.04,710,Cotton
13,42,12,32,69,7.38,538,Barley
12,36,4,37,56,6.31,1493,Paddy
40,15,18,34,60,6.39,1100,Paddy
6,39,14,38,55,5.5,1372,Paddy
7,12,12,38,54,6.06,870,Wheat
36,23,2,34,64,6.75,645,Barley
6,18,7,32,58,6.07,723,Barley
6,27,2,37,55,6.42,855,Ground Nuts
35,38,12,36,66,7.38,1167,Sugarcane
24,6,1,38,57,7.97,609,Oil seeds
34,34,12,34,67,6.44,940,Tobacco
23,9,7,33,65,6.05,415,Wheat
23,22,12,38,50,6.88,757,Oil seeds
12,13,2,26,72,6.85,880,Ground Nuts
11,32,2,38,64,7.46,696,Oil seeds
42,1,4,30,71,5.85,912,Tobacco
12,11,8,38,57,6.8,1440,Paddy
32,5,18,31,52,6.33,1021,Ground Nuts
28,25,7,30,68,6.13,963,Ground Nuts
23,37,7,33,66,6.89,580,Millets
19,20,16,33,71,6.1,783,Tobacco
35,16,6,25,59,7.99,937,Cotton
9,0,8,37,67,5.98,1123,Paddy
42,20,4,27,71,6.52,767,Tobacco
5,31,6,25,72,6.37,466,Millets
38,9,17,28,72,7.32,766,Barley
39,16,2,31,59,6.32,1434,Paddy
7,13,4,27,64,7.98,967,Cotton
19,32,6,27,63,6.04,441,Barley
36,40,6,27,61,7.93,911,Cotton
23,21,15,33,64,6.75,765,Barley
40,19,6,36,71,7.07,487,Millets
16,6,10,26,63,6.86,1074,Paddy
27,5,15,36,60,7.49,864,Pulses
36,30,14,32,62,6.61,650,Pulses
26,37,19,27,69,6.47,434,Millets
39,18,6,38,65,6.97,734,Oil seeds
16,3,3,34,69,7.56,768,Wheat
22,5,8,35,63,7.31,634,Wheat
5,25,6,34,63,6.31,1101,Paddy
29,6,2,25,72,7.46,567,Millets
41,22,11,27,64,7.18,553,Wheat
9,18,13,27,51,6.77,322,Millets
20,30,3,37,71,7.49,544,Pulses
13,31,7,38,58,6.55,632,Maize
19,9,1,33,66,6.88,648,Barley
27,13,11,29,61,5.83,1156,Paddy
30,31,6,29,58,7.34,793,Oil seeds
26,25,7,28,72,6.57,1093,Paddy
18,3,15,33,68,6.29,864,Wheat
23,30,8,29,60,7.2,437,Oil seeds
15,11,17,34,62,6.15,894,Tobacco
41,40,1,38,63,7.78,479,Oil seeds
13,4,9,26,58,6.45,584,Wheat
40,14,17,28,57,6.46,1063,Paddy
14,28,15,26,56,6.51,1289,Paddy
16,37,7,27,57,7.28,551,Maize
4,1,0,27,67,6.18,497,Pulses
27,41,5,31,68,6.87,671,Pulses
18,30,4,28,55,7.22,827,Pulses
4,40,16,32,63,7.38,1880,Sugarcane
16,11,3,35,72,6.26,488,Barley
13,7,8,25,51,7.42,372,Millets
7,15,8,27,52,7.16,779,Cotton
18,37,2,36,54,6.92,698,Wheat
34,4,14,27,53,7.06,1037,Cotton
35,36,17,30,63,6.12,741,Tobacco
17,33,16,30,67,6.76,650,Oil seeds
5,7,17,33,59,6.28,1348,Sugarcane
29,6,6,35,55,6.41,533,Pulses
23,12,15,37,61,7.03,851,Cotton
7,41,17,26,55,5.75,614,Tobacco
8,18,4,37,68,6.65,848,Wheat
33,40,6,27,66,6.18,1304,Sugarcane
28,30,13,25,59,6.48,1325,Paddy
35,14,10,30,59,6.44,767,Wheat
5,33,11,36,54,7.27,574,Oil seeds
24,35,7,32,51,5.97,998,Tobacco
28,18,18,33,62,6.14,602,Maize
29,3,2,32,66,6.06,1333,Sugarcane
27,23,19,27,61,6.86,768,Maize
22,8,19,30,66,6.61,761,Barley
36,24,18,35,55,7.39,415,Millets
29,12,14,31,68,6.92,400,Oil seeds
17,22,9,32,55,7.26,753,Maize
39,13,4,34,63,7.4,440,Barley
11,12,18,27,50,6.64,935,Ground Nuts
32,0,6,28,62,6.2,778,Barley
21,38,10,38,69,6.97,1742,Sugarcane
18,39,18,29,62,7.9,410,Oil seeds
25,20,0,27,67,7.48,1079,Sugarcane
11,3,10,33,51,6.72,528,Wheat
31,31,2,35,65,6.34,1441,Paddy
38,18,9,32,59,6.34,1224,Paddy
20,17,17,25,65,6.64,588,Millets
13,9,16,34,72,6.15,1008,Paddy
38,8,5,36,53,6.32,929,Wheat
16,14,9,35,67,5.66,1220,Paddy
27,29,9,31,57,7.16,939,Cotton
38,25,14,30,64,6.63,444,Wheat
15,31,6,35,53,7.81,676,Oil seeds
30,35,18,27,65,7.05,509,Maize
39,33,2,26,67,6.77,1180,Ground Nuts
35,16,17,26,67,6.51,995,Tobacco
31,32,7,27,50,7.95,729,Oil seeds
8,15,16,38,72,6.53,315,Barley
37,32,14,25,66,6.93,626,Oil seeds
22,17,15,30,69,7.22,1440,Sugarcane
35,7,14,38,70,7.3,808,Cotton
40,20,17,25,65,8.11,849,Cotton
14,39,15,27,57,7.21,465,Wheat
30,15,1,36,63,7.45,805,Cotton
15,19,3,36,62,6.3,689,Maize
26,19,0,28,64,7.13,537,Millets
14,1,2,31,61,7.14,557,Maize
16,35,6,28,64,6.81,588,Ground Nuts
16,20,18,31,52,7.4,609,Barley
13,42,13,27,65,7.39,776,Pulses
37,32,9,36,56,7.36,679,Pulses
35,15,14,34,53,5.89,944,Tobacco
41,41,16,37,69,5.57,1239,Paddy
4,35,8,29,71,7.68,758,Cotton
4,29,3,37,64,6.37,1485,Sugarcane
20,2,14,38,58,7.48,821,Cotton
41,39,0,27,72,6.53,995,Wheat
29,4,0,25,53,7.07,937,Ground Nuts
22,41,14,37,69,5.93,607,Tobacco
21,37,3,27,68,6.62,1805,Sugarcane
16,12,15,33,55,7.23,579,Maize
38,34,2,33,51,6.24,418,Pulses
26,26,6,27,53,7.63,697,Oil seeds
16,26,1,29,58,6.68,796,Wheat
7,7,16,33,69,6.51,1076,Paddy
7,7,1,27,58,6.48,1027,Sugarcane
21,31,8,37,50,5.83,1393,Paddy
20,21,14,26,64,6.46,1729,Sugarcane
5,25,11,26,70,6.87,1723,Sugarcane
23,21,4,28,55,6.23,1768,Sugarcane
41,0,6,25,57,7.25,735,Pulses
33,37,4,36,59,7.27,528,Pulses
5,18,17,30,54,7.31,655,Wheat
27,21,5,33,71,6.11,748,Barley
26,8,14,26,66,7.38,591,Barley
23,39,15,26,55,6.8,712,Pulses
35,0,10,34,62,6.79,556,Millets
13,11,7,33,50,6.53,558,Ground Nuts
24,40,8,28,55,6.27,696,Tobacco
31,12,16,31,52,7.65,755,Oil seeds
26,26,4,26,67,6.95,801,Pulses
26,29,8,29,50,7.22,380,Millets
18,29,9,37,63,6.91,1126,Ground Nuts
22,22,7,32,60,6.97,811,Wheat
30,5,13,33,71,7.76,971,Cotton
26,23,2,34,66,6.96,868,Ground Nuts
8,32,15,32,71,7.17,1192,Ground Nuts
8,30,3,27,55,7.03,522,Ground Nuts
27,3,9,28,55,7.04,709,Wheat
26,42,0,35,71,6.83,359,Millets
40,5,1,33,62,7.37,1955,Sugarcane
12,22,1,30,52,6.5,724,Oil seeds
32,16,9,35,56,7.52,422,Oil seeds
8,4,17,32,56,6.67,509,Pulses
37,40,17,29,55,6.99,1260,Sugarcane
16,22,8,38,53,7.25,591,Barley
9,0,1,33,69,7.01,752,Cotton
8,4,12,37,60,6.82,352,Barley
11,35,3,27,68,7.05,524,Millets
4,19,7,33,72,7.29,611,Oil seeds
41,27,17,31,53,6.73,347,Millets
35,20,10,32,72,6.76,776,Ground Nuts
26,11,1,26,59,7.2,738,Ground Nuts
20,23,7,29,64,5.54,1155,Paddy
40,21,2,34,67,5.72,991,Tobacco
31,24,5,36,68,6.75,787,Tobacco
32,18,9,33,57,5.59,844,Tobacco
36,27,18,35,63,6.89,519,Maize
27,37,0,33,67,6.02,442,Pulses
40,32,12,31,64,6.78,519,Pulses
29,41,7,31,61,6.38,1430,Sugarcane
21,23,14,30,52,7.29,651,Barley
13,26,13,35,72,6.93,1595,Sugarcane
35,41,14,35,72,6.98,771,Maize
40,33,8,27,65,7.47,415,Oil seeds
20,33,8,31,50,7.33,503,Maize
20,10,17,26,63,6.84,583,Millets
40,14,13,37,50,6.58,1662,Sugarcane
17,36,18,35,62,5.54,885,Tobacco
30,33,3,28,60,7,1326,Paddy
27,40,11,27,64,7.47,952,Cotton
32,39,7,35,71,6.78,884,Tobacco
8,23,13,25,71,6.48,613,Maize
23,29,10,27,59,7.97,1046,Cotton
41,0,7,35,55,7.18,1185,Sugarcane
12,5,1,30,62,7.16,1117,Cotton
36,14,1,38,64,6.32,670,Maize
35,11,16,27,67,7.11,510,Millets
4,11,4,38,70,5.77,773,Tobacco
4,39,19,34,55,7.01,602,Maize
17,4,11,36,71,6.43,642,Pulses
40,15,18,32,71,6.58,528,Ground Nuts
22,16,19,25,71,6.26,462,Millets
7,41,3,29,68,6.09,1396,Paddy
12,13,2,36,61,7.23,469,Oil seeds
40,0,6,35,59,8.16,1066,Cotton
4,31,12,33,65,6.33,1892,Sugarcane
7,20,18,37,54,6.05,862,Tobacco
8,35,3,27,62,6.72,343,Barley
19,13,8,31,72,6.31,409,Barley
30,35,19,38,69,8.1,866,Cotton
24,34,4,32,71,7.32,319,Millets
34,25,1,37,52,6.66,1185,Sugarcane
21,18,18,28,55,6.05,1753,Sugarcane
26,29,15,36,57,6.43,1918,Sugarcane
38,38,17,30,57,7.29,317,Millets
37,13,0,38,57,6.56,687,Maize
21,7,16,30,65,6.54,844,Tobacco
23,26,13,30,65,6.84,1192,Ground Nuts
33,41,6,37,69,7.23,1070,Cotton
27,41,5,31,58,6.22,428,Millets
5,15,1,35,63,6.17,1719,Sugarcane
33,39,10,26,53,6.15,1195,Ground Nuts
7,42,16,34,71,7.48,842,Pulses
41,24,8,37,55,6.25,1432,Paddy
21,32,17,28,65,6.68,781,Oil seeds
11,33,1,36,57,7.83,1168,Cotton
24,24,5,38,69,7.26,329,Barley
15,29,9,34,62,6.93,966,Wheat
23,25,3,35,71,6.03,1661,Sugarcane
17,19,9,35,62,6.7,1022,Ground Nuts
26,17,8,35,70,5.73,1268,Paddy
23,15,3,32,71,6.42,1082,Paddy
34,40,13,29,53,6.37,754,Wheat
10,32,19,32,64,6.37,1175,Paddy
35,32,15,34,71,6.25,888,Pulses
20,9,2,27,52,7.12,1455,Sugarcane
11,15,0,27,53,8.15,952,Cotton
40,32,5,34,70,7.58,754,Oil seeds
20,21,2,25,65,7.34,743,Barley
21,16,12,36,50,6.26,551,Wheat
6,13,2,36,55,6.36,1046,Ground Nuts
13,10,11,27,60,6.08,735,Wheat
16,37,12,37,67,6.75,1116,Paddy
18,27,12,30,57,6.83,827,Wheat
37,38,12,30,70,5.71,1245,Paddy
26,12,3,28,63,6.18,302,Barley
20,23,3,34,57,6.1,945,Tobacco
41,10,18,30,71,7.11,430,Barley
36,22,15,35,68,7.46,752,Oil seeds
33,25,11,35,59,7.13,1127,Cotton
24,41,1,28,64,7.5,407,Oil seeds
16,0,7,32,51,7.11,673,Oil seeds
17,14,15,37,64,7.34,686,Barley
12,0,9,37,68,6.3,735,Ground Nuts
6,12,4,27,67,6.8,443,Barley
10,22,10,26,54,7.89,1065,Cotton
38,6,17,26,61,6.53,1141,Sugarcane
16,41,0,26,55,6.69,763,Barley
24,35,1,28,71,6.72,1458,Paddy
19,34,1,32,69,7.21,1384,Sugarcane
9,19,4,26,64,7.45,768,Pulses
7,4,16,34,53,6.86,632,Pulses
29,12,7,36,63,6.62,660,Pulses
10,27,14,26,70,7.66,657,Oil seeds
42,18,5,37,50,6.19,568,Maize
35,18,6,38,66,7.32,909,Cotton
12,41,19,30,71,7.07,598,Millets
42,30,9,26,52,6.56,1198,Paddy
18,10,1,35,53,5.74,1369,Paddy
40,24,13,27,66,7.36,719,Maize
7,6,6,26,59,6.67,527,Maize
10,3,10,31,67,5.65,987,Tobacco
26,41,12,26,58,6.84,622,Maize
28,39,16,29,69,6.56,664,Barley
12,19,15,25,68,8.02,1199,Cotton
18,5,9,32,72,6.51,812,Wheat
40,0,13,26,65,7.53,1164,Cotton
36,23,18,34,55,7.12,1119,Cotton
11,23,12,29,61,7.4,763,Wheat
18,7,12,27,54,7.02,716,Maize
